order,source,name,name.correct,order.correct
894,apg_v14,Lasiaceae,Araceae,Alismatales
895,apg_v14,Lasiopetalaceae,Malvaceae,Malvales
896,apg_v14,Lauraceae,Lauraceae,Laurales
897,apg_v14,Lawsoniaceae,Lythraceae,Myrtales
898,apg_v14,Laxmanniaceae,Asparagaceae,Asparagales
899,apg_v14,Lecythidaceae,Lecythidaceae,Ericales
900,apg_v14,Ledaceae,Ericaceae,Ericales
901,apg_v14,Ledocarpaceae,Francoaceae,Geraniales
902,apg_v14,Leeaceae,Vitaceae,Vitales
903,apg_v14,Legnotidaceae,Rhizophoraceae,Malpighiales
904,apg_v14,Leguminosae,Fabaceae,Fabales
905,apg_v14,Leitneriaceae,Simaroubaceae,Sapindales
906,apg_v14,Lemnaceae,Araceae,Alismatales
907,apg_v14,Lennoaceae,Ehretiaceae,Boraginales
908,apg_v14,Lentibulariaceae,Lentibulariaceae,Lamiales
909,apg_v14,Lentiscaceae,Anacardiaceae,Sapindales
910,apg_v14,Leoniaceae,Violaceae,Malpighiales
911,apg_v14,Leonticaceae,Berberidaceae,Ranunculales
912,apg_v14,Lepidobotryaceae,Lepidobotryaceae,Celastrales
913,apg_v14,Lepidocarpaceae,Proteaceae,Proteales
914,apg_v14,Lepidocaryaceae,Arecaceae,Arecales
915,apg_v14,Lepidocerataceae,Santalaceae,Santalales
916,apg_v14,Lepidothamnaceae,Podocarpaceae,Cupressales
917,apg_v14,Leptaulaceae,Cardiopteridaceae,Aquifoliales
918,apg_v14,Leptospermaceae,Myrtaceae,Myrtales
919,apg_v14,Lepturaceae,Poaceae,Poales
920,apg_v14,Lepuropetalaceae,Celastraceae,Celastrales
921,apg_v14,Leucojaceae,Amaryllidaceae,Asparagales
922,apg_v14,Leuctenbergiaceae,Cactaceae,Caryophyllales
923,apg_v14,Libocedraceae,Cupressaceae,Cupressales
924,apg_v14,Licaniaceae,Chrysobalanaceae,Malpighiales
925,apg_v14,Ligustraceae,Oleaceae,Lamiales
926,apg_v14,Lilaeaceae,Juncaginaceae,Alismatales
927,apg_v14,Liliaceae,Liliaceae,Liliales
928,apg_v14,Limeaceae,Limeaceae,Caryophyllales
929,apg_v14,Limnanthaceae,Limnanthaceae,Brassicales
930,apg_v14,Limnnopityaceae,Cupressaceae,Cupressales
931,apg_v14,Limnocharitaceae,Alismataceae,Alismatales
932,apg_v14,Limodoraceae,Orchidaceae,Asparagales
933,apg_v14,Limoniaceae,Plumbaginaceae,Caryophyllales
934,apg_v14,Limosellaceae,Scrophulariaceae,Lamiales
935,apg_v14,Linaceae,Linaceae,Malpighiales
936,apg_v14,Linariaceae,Plantaginaceae,Lamiales
937,apg_v14,Lindenbergiaceae,Orobanchaceae,Lamiales
938,apg_v14,Linderniaceae,Linderniaceae,Lamiales
939,apg_v14,Lindleyaceae,Rosaceae,Rosales
940,apg_v14,Lindsaeaceae,Lindsaeaceae,Polypodiales
941,apg_v14,Linnaeaceae,Caprifoliaceae,Dipsacales
942,apg_v14,Liparidaceae,Orchidaceae,Asparagales
943,apg_v14,Lippayaceae,Rubiaceae,Gentianales
944,apg_v14,Liriaceae,Liliaceae,Liliales
945,apg_v14,Liriodendraceae,Magnoliaceae,Magnoliales
946,apg_v14,Lissocarpaceae,Ebenaceae,Ericales
947,apg_v14,Littorellaceae,Plantaginaceae,Lamiales
948,apg_v14,Loasaceae,Loasaceae,Cornales
949,apg_v14,Lobeliaceae,Campanulaceae,Asterales
950,apg_v14,Loganiaceae,Loganiaceae,Gentianales
951,apg_v14,Loliaceae,Poaceae,Poales
952,apg_v14,Lomandraceae,Asparagaceae,Asparagales
953,apg_v14,Lomariopsidaceae,Lomariopsidaceae,Polypodiales (Eupolypod I)
954,apg_v14,Lonchitidaceae,Lonchitidaceae,Polypodiales
955,apg_v14,Loniceraceae,Caprifoliaceae,Dipsacales
956,apg_v14,Lopeziaceae,Onagraceae,Myrtales
957,apg_v14,Lophiocarpaceae,Lophiocarpaceae,Caryophyllales
958,apg_v14,Lophiolaceae,Nartheciaceae,Dioscoreales
959,apg_v14,Lophiraceae,Ochnaceae,Malpighiales
960,apg_v14,Lophophytaceae,Balanophoraceae,Santalales
961,apg_v14,Lophopyxidaceae,Lophopyxidaceae,Malpighiales
962,apg_v14,Lophosoriaceae,Dicksoniaceae,Cyatheales
963,apg_v14,Loranthaceae,Loranthaceae,Santalales
964,apg_v14,Lotaceae,Fabaceae,Fabales
965,apg_v14,Lowiaceae,Lowiaceae,Zingiberales
966,apg_v14,Loxogrammaceae,Polypodiaceae,Polypodiales (Eupolypod I)
967,apg_v14,Loxsomataceae,Loxsomataceae,Cyatheales
968,apg_v14,Lupulaceae,Cannabaceae,Rosales
969,apg_v14,Luxemburgiaceae,Ochnaceae,Malpighiales
970,apg_v14,Luzuriagaceae,Alstroemeriaceae,Liliales
971,apg_v14,Lychnidaceae,Caryophyllaceae,Caryophyllales
972,apg_v14,Lyciaceae,Solanaceae,Solanales
973,apg_v14,Lycopodiaceae,Lycopodiaceae,Lycopodiales
974,apg_v14,Lyginiaceae,Restionaceae,Poales
975,apg_v14,Lygodiaceae,Lygodiaceae,Schizaeales
976,apg_v14,Lygodisodeaceae,Rubiaceae,Gentianales
977,apg_v14,Lysimachiaceae,Primulaceae,Ericales
978,apg_v14,Lythraceae,Lythraceae,Myrtales
979,apg_v14,Macarisiaceae,Rhizophoraceae,Malpighiales
980,apg_v14,Macarthuriaceae,Macarthuriaceae,Caryophyllales
981,apg_v14,Mackinlayaceae,Apiaceae,Apiales
982,apg_v14,Madiaceae,Asteraceae,Asterales
983,apg_v14,Maesaceae,Primulaceae,Ericales
984,apg_v14,Magnoliaceae,Magnoliaceae,Magnoliales
985,apg_v14,Malaceae,Rosaceae,Rosales
986,apg_v14,Malesherbiaceae,Passifloraceae,Malpighiales
987,apg_v14,Malortieaceae,Arecaceae,Arecales
988,apg_v14,Malpighiaceae,Malpighiaceae,Malpighiales
989,apg_v14,Malvaceae,Malvaceae,Malvales
990,apg_v14,Mangiaceae,Rhizophoraceae,Malpighiales
991,apg_v14,Manicariaceae,Arecaceae,Arecales
992,apg_v14,Mansoniaceae,Malvaceae,Malvales
993,apg_v14,Mapaniaceae,Cyperaceae,Poales
994,apg_v14,Marantaceae,Marantaceae,Zingiberales
995,apg_v14,Marathraceae,Podostemaceae,Malpighiales
996,apg_v14,Marattiaceae,Marattiaceae,Marattiales
997,apg_v14,Marcgraviaceae,Marcgraviaceae,Ericales
998,apg_v14,Marsileaceae,Marsileaceae,Marsileales
999,apg_v14,Martyniaceae,Martyniaceae,Lamiales
1000,apg_v14,Mastixiaceae,Nyssaceae,Cornales
1001,apg_v14,Matoniaceae,Matoniaceae,Gleicheniales
1002,apg_v14,Matricariaceae,Asteraceae,Asterales
1003,apg_v14,Maundiaceae,Maundiaceae,Alismatales
1004,apg_v14,Mayacaceae,Mayacaceae,Poales
1005,apg_v14,Mazaceae,Mazaceae,Lamiales
1006,apg_v14,Medeolaceae,Liliaceae,Liliales
1007,apg_v14,Medusagynaceae,Ochnaceae,Malpighiales
1008,apg_v14,Medusandraceae,Peridiscaceae,Saxifragales
1009,apg_v14,Melaleucaceae,Myrtaceae,Myrtales
1010,apg_v14,Melampyraceae,Orobanchaceae,Lamiales
1011,apg_v14,Melanophyllaceae,Torricelliaceae,Apiales
1012,apg_v14,Melanthiaceae,Melanthiaceae,Liliales
1013,apg_v14,Melastomataceae,Melastomataceae,Myrtales
1014,apg_v14,Meliaceae,Meliaceae,Sapindales
1015,apg_v14,Melianthaceae,Greyiaceae,Geraniales
1016,apg_v14,Melicaceae,Poaceae,Poales
1017,apg_v14,Meliosmaceae,Sabiaceae,Proteales
1018,apg_v14,Melittidaceae,Lamiaceae,Lamiales
1019,apg_v14,Melochiaceae,Malvaceae,Malvales
1020,apg_v14,Memecylaceae,Melastomataceae,Myrtales
1021,apg_v14,Mendonciaceae,Acanthaceae,Lamiales
1022,apg_v14,Menispermaceae,Menispermaceae,Ranunculales
1023,apg_v14,Menthaceae,Lamiaceae,Lamiales
1024,apg_v14,Menyanthaceae,Menyanthaceae,Asterales
1025,apg_v14,Menzieziaceae,Ericaceae,Ericales
1026,apg_v14,Mercurialaceae,Euphorbiaceae,Malpighiales
1027,apg_v14,Merenderaceae,Colchicaceae,Liliales
1028,apg_v14,Mesembryaceae,Aizoaceae,Caryophyllales
1029,apg_v14,Mesembryanthemaceae,Aizoaceae,Caryophyllales
1030,apg_v14,Mespilaceae,Rosaceae,Rosales
1031,apg_v14,Metasequioaceae,Cupressaceae,Cupressales
1032,apg_v14,Metaxyaceae,Metaxyaceae,Cyatheales
1033,apg_v14,Metteniusaceae,Metteniusaceae,Metteniusales
1034,apg_v14,Meyeniaceae,Acanthaceae,Lamiales
1035,apg_v14,Miconiaceae,Melastomataceae,Myrtales
1036,apg_v14,Micrantheaceae,Picrodendraceae,Malpighiales
1037,apg_v14,Microbiotaceae,Cupressaceae,Cupressales
1038,apg_v14,Microcachrydaceae,Podocarpaceae,Cupressales
1039,apg_v14,Microcycadaceae,Zamiaceae,Cycadales
1040,apg_v14,Microstrobaceae,Podocarpaceae,Cupressales
1041,apg_v14,Microteaceae,Microteaceae,Caryophyllales
1042,apg_v14,Miliaceae,Poaceae,Poales
1043,apg_v14,Milulaceae,Amaryllidaceae,Asparagales
1044,apg_v14,Mimosaceae,Fabaceae,Fabales
1045,apg_v14,Minuartiaceae,Caryophyllaceae,Caryophyllales
1046,apg_v14,Mirabilidaceae,Nyctaginaceae,Caryophyllales
1047,apg_v14,Misodendraceae,Misodendraceae,Santalales
1048,apg_v14,Mitrastemonaceae,Mitrastemonaceae,Ericales
1049,apg_v14,Miyoshiaceae,Petrosaviaceae,Petrosaviales
1050,apg_v14,Modeccaceae,Passifloraceae,Malpighiales
1051,apg_v14,Molluginaceae,Molluginaceae,Caryophyllales
1052,apg_v14,Monardaceae,Lamiaceae,Lamiales
1053,apg_v14,Monimiaceae,Monimiaceae,Laurales
1054,apg_v14,Monodoraceae,Annonaceae,Magnoliales
1055,apg_v14,Monotaceae,Dipterocarpaceae,Malvales
1056,apg_v14,Monotropaceae,Ericaceae,Ericales
1057,apg_v14,Monsteraceae,Araceae,Alismatales
1058,apg_v14,Montiaceae,Montiaceae,Caryophyllales
1059,apg_v14,Montiniaceae,Montiniaceae,Solanales
1060,apg_v14,Montsechiaceae,Montsechiaceae,Ceratophyllales
1061,apg_v14,Moraceae,Moraceae,Rosales
1062,apg_v14,Moreniaceae,Arecaceae,Arecales
1063,apg_v14,Morinaceae,Caprifoliaceae,Dipsacales
1064,apg_v14,Moringaceae,Moringaceae,Brassicales
1065,apg_v14,Mouririaceae,Melastomataceae,Myrtales
1066,apg_v14,Moutabeaceae,Polygalaceae,Fabales
1067,apg_v14,Muntingiaceae,Muntingiaceae,Malvales
1068,apg_v14,Musaceae,Musaceae,Zingiberales
1069,apg_v14,Mutisiaceae,Asteraceae,Asterales
1070,apg_v14,Myodocarpaceae,Myodocarpaceae,Apiales
1071,apg_v14,Myoporaceae,Scrophulariaceae,Lamiales
1072,apg_v14,Myricaceae,Myricaceae,Fagales
1073,apg_v14,Myriophyllaceae,Haloragaceae,Saxifragales
1074,apg_v14,Myristicaceae,Myristicaceae,Magnoliales
1075,apg_v14,Myrobalanaceae,Combretaceae,Myrtales
1076,apg_v14,Myrothamnaceae,Myrothamnaceae,Gunnerales
1077,apg_v14,Myrrhiniaceae,Myrtaceae,Myrtales
1078,apg_v14,Myrsinaceae,Primulaceae,Ericales
1079,apg_v14,Myrtaceae,Myrtaceae,Myrtales
1080,apg_v14,Mystropetalaceae,Balanophoraceae,Santalales
1081,apg_v14,Nageiaceae,Podocarpaceae,Cupressales
1082,apg_v14,Najadaceae,Hydrocharitaceae,Alismatales
1083,apg_v14,Namaceae,Namaceae,Boraginales
1084,apg_v14,Nandinaceae,Berberidaceae,Ranunculales
1085,apg_v14,Nanodeaceae,Santalaceae,Santalales
1086,apg_v14,Napoleonaeaceae,Lecythidaceae,Ericales
1087,apg_v14,Narcissaceae,Amaryllidaceae,Asparagales
1088,apg_v14,Nardaceae,Poaceae,Poales
1089,apg_v14,Nartheciaceae,Nartheciaceae,Dioscoreales
1090,apg_v14,Nassauviaceae,Asteraceae,Asterales
1091,apg_v14,Naucleaceae,Rubiaceae,Gentianales
1092,apg_v14,Nectaropetalaceae,Erythroxylaceae,Malpighiales
1093,apg_v14,Negripteridaceae,Pteridaceae,Polypodiales
1094,apg_v14,Neilliaceae,Rosaceae,Rosales
1095,apg_v14,Nelsoniaceae,Acanthaceae,Lamiales
1096,apg_v14,Nelumbonaceae,Nelumbonaceae,Proteales
1097,apg_v14,Nemacladaceae,Campanulaceae,Asterales
1098,apg_v14,Neocallitropsidaceae,Cupressaceae,Cupressales
1099,apg_v14,Neottiaceae,Orchidaceae,Asparagales
1100,apg_v14,Nepenthaceae,Nepenthaceae,Caryophyllales
1101,apg_v14,Nepetaceae,Lamiaceae,Lamiales
1102,apg_v14,Nephrolepidaceae,Nephrolepidaceae,Polypodiales (Eupolypod I)
1103,apg_v14,Nesogenaceae,Orobanchaceae,Lamiales
1104,apg_v14,Neuradaceae,Neuradaceae,Malvales
1105,apg_v14,Neuwiediaceae,Orchidaceae,Asparagales
1106,apg_v14,Nhandirobaceae,Cucurbitaceae,Cucurbitales
1107,apg_v14,Nicotianaceae,Solanaceae,Solanales
1108,apg_v14,Nigellaceae,Ranunculaceae,Ranunculales
1109,apg_v14,Nitrariaceae,Nitrariaceae,Sapindales
1110,apg_v14,Nolanaceae,Solanaceae,Solanales
1111,apg_v14,Nolinaceae,Asparagaceae,Asparagales
1112,apg_v14,Nonateliaceae,Rubiaceae,Gentianales
1113,apg_v14,Nopaleaceae,Cactaceae,Caryophyllales
1114,apg_v14,Noranteaceae,Marcgraviaceae,Ericales
1115,apg_v14,Nothofagaceae,Nothofagaceae,Fagales
1116,apg_v14,Nupharaceae,Nymphaeaceae,Nymphaeales
1117,apg_v14,Nuytsiaceae,Loranthaceae,Santalales
1118,apg_v14,Nyctaginaceae,Nyctaginaceae,Caryophyllales
1119,apg_v14,Nyctanthaceae,Oleaceae,Lamiales
1120,apg_v14,Nymphaeaceae,Nymphaeaceae,Nymphaeales
1121,apg_v14,Nypaceae,Arecaceae,Arecales
1122,apg_v14,Nyssaceae,Nyssaceae,Cornales
1123,apg_v14,Obolariaceae,Gentianaceae,Gentianales
1124,apg_v14,Ochnaceae,Ochnaceae,Malpighiales
1125,apg_v14,Ochranthaceae,Staphyleaceae,Crossosomatales
1126,apg_v14,Octoknemaceae,Octoknemaceae,Santalales
1127,apg_v14,Oenotheraceae,Onagraceae,Myrtales
1128,apg_v14,Oftiaceae,Scrophulariaceae,Lamiales
1129,apg_v14,Olacaceae,Olacaceae,Santalales
1130,apg_v14,Oleaceae,Oleaceae,Lamiales
1131,apg_v14,Oleandraceae,Oleandraceae,Polypodiales (Eupolypod I)
1132,apg_v14,Oliniaceae,Penaeaceae,Myrtales
1133,apg_v14,Olyraceae,Poaceae,Poales
1134,apg_v14,Onagraceae,Onagraceae,Myrtales
1135,apg_v14,Oncothecaceae,Oncothecaceae,Icacinales
1136,apg_v14,Onocleaceae,Onocleaceae,Eupolypod II
1137,apg_v14,Onosmaceae,Boraginaceae,Boraginales
1138,apg_v14,Operculariaceae,Rubiaceae,Gentianales
1139,apg_v14,Ophioglossaceae,Ophioglossaceae,Ophioglossales
1140,apg_v14,Ophiopogonaceae,Asparagaceae,Asparagales
1141,apg_v14,Ophioxylaceae,Apocynaceae,Gentianales
1142,apg_v14,Ophiraceae,Grubbiaceae,Cornales
1143,apg_v14,Ophiuraceae,Poaceae,Poales
1144,apg_v14,Ophrydaceae,Orchidaceae,Asparagales
1145,apg_v14,Opiliaceae,Opiliaceae,Santalales
1146,apg_v14,Oporanthaceae,Amaryllidaceae,Asparagales
1147,apg_v14,Opuntiaceae,Cactaceae,Caryophyllales
1148,apg_v14,Orchidaceae,Orchidaceae,Asparagales
1149,apg_v14,Ornithogalaceae,Asparagaceae,Asparagales
1150,apg_v14,Ornithrophaceae,Cunoniaceae,Oxalidales
1151,apg_v14,Orobanchaceae,Orobanchaceae,Lamiales
1152,apg_v14,Orontiaceae,Araceae,Alismatales
1153,apg_v14,Ortegaceae,Caryophyllaceae,Caryophyllales
1154,apg_v14,Oryzaceae,Poaceae,Poales
1155,apg_v14,Osyridaceae,Santalaceae,Santalales
1156,apg_v14,Oxalidaceae,Oxalidaceae,Oxalidales
1157,apg_v14,Oxycladaceae,Plantaginaceae,Lamiales
1158,apg_v14,Oxycoccaceae,Ericaceae,Ericales
1159,apg_v14,Oxystylidaceae,Cleomaceae,Brassicales
1160,apg_v14,Pachysandraceae,Buxaceae,Buxales
1161,apg_v14,Pacouriaceae,Apocynaceae,Gentianales
1162,apg_v14,Paeoniaceae,Paeoniaceae,Saxifragales
1163,apg_v14,Pagamaeaceae,Rubiaceae,Gentianales
1164,apg_v14,Paivaeusaceae,Picrodendraceae,Malpighiales
1165,apg_v14,Palmae,Palmae,Arecales
1166,apg_v14,Pancratiaceae,Amaryllidaceae,Asparagales
1167,apg_v14,Pandaceae,Pandaceae,Malpighiales
1168,apg_v14,Pandanaceae,Pandanaceae,Pandanales
1169,apg_v14,Pangiaceae,Achariaceae,Malpighiales
1170,apg_v14,Panicaceae,Poaceae,Poales
1171,apg_v14,Papaveraceae,Papaveraceae,Ranunculales
1172,apg_v14,Papayaceae,Caricaceae,Brassicales
1173,apg_v14,Papilionaceae,Fabaceae,Fabales
1174,apg_v14,Pappophoraceae,Poaceae,Poales
1175,apg_v14,Papyraceae,Cyperaceae,Poales
1176,apg_v14,Paracryphiaceae,Paracryphiaceae,Paracryphiales
1177,apg_v14,Parasitaxaceae,Podocarpaceae,Cupressales
1178,apg_v14,Parianaceae,Poaceae,Poales
1179,apg_v14,Paridaceae,Melanthiaceae,Liliales
1180,apg_v14,Parkeriaceae,Pteridaceae,Polypodiales
1181,apg_v14,Parnassiaceae,Celastraceae,Celastrales
1182,apg_v14,Paronychiaceae,Caryophyllaceae,Caryophyllales
1183,apg_v14,Paropsiaceae,Passifloraceae,Malpighiales
1184,apg_v14,Parrotiaceae,Hamamelidaceae,Saxifragales
1185,apg_v14,Partheniaceae,Asteraceae,Asterales
1186,apg_v14,Paspalaceae,Poaceae,Poales
1187,apg_v14,Passifloraceae,Passifloraceae,Malpighiales
1188,apg_v14,Pastinacaceae,Apiaceae,Apiales
1189,apg_v14,Paulliniaceae,Sapindaceae,Sapindales
1190,apg_v14,Paulowniaceae,Paulowniaceae,Lamiales
1191,apg_v14,Paviaceae,Sapindaceae,Sapindales
1192,apg_v14,Pectiantiaceae,Saxifragaceae,Saxifragales
1193,apg_v14,Pedaliaceae,Pedaliaceae,Lamiales
1194,apg_v14,Pedicularidaceae,Orobanchaceae,Lamiales
1195,apg_v14,Peganaceae,Nitrariaceae,Sapindales
1196,apg_v14,Peliosanthaceae,Asparagaceae,Asparagales
1197,apg_v14,Pellicieraceae,Tetrameristaceae,Ericales
1198,apg_v14,Peltantheraceae,Peltantheraceae,Lamiales
1199,apg_v14,Penaeaceae,Penaeaceae,Myrtales
1200,apg_v14,Pennantiaceae,Pennantiaceae,Apiales
1201,apg_v14,Pentadiplandraceae,Pentadiplandraceae,Brassicales
1202,apg_v14,Pentapetaceae,Malvaceae,Malvales
1203,apg_v14,Pentaphragmataceae,Pentaphragmataceae,Asterales
1204,apg_v14,Pentaphylacaceae,Pentaphylacaceae,Ericales
1205,apg_v14,Pentastemonaceae,Stemonaceae,Pandanales
1206,apg_v14,Penthoraceae,Penthoraceae,Saxifragales
1207,apg_v14,Peperomiaceae,Piperaceae,Piperales
1208,apg_v14,Peraceae,Peraceae,Malpighiales
1209,apg_v14,Peranemataceae,Dryopteridaceae,Polypodiales (Eupolypod I)
1210,apg_v14,Perdiciaceae,Asteraceae,Asterales
1211,apg_v14,Peridiscaceae,Peridiscaceae,Saxifragales
1212,apg_v14,Periplocaceae,Apocynaceae,Gentianales
1213,apg_v14,Peripterygiaceae,Cardiopteridaceae,Aquifoliales
1214,apg_v14,Perseaceae,Lauraceae,Laurales
1215,apg_v14,Persicariaceae,Polygonaceae,Caryophyllales
1216,apg_v14,Petenaeaceae,Petenaeaceae,Huerteales
1217,apg_v14,Petermanniaceae,Petermanniaceae,Liliales
1218,apg_v14,Petiveriaceae,Petiveriaceae,Caryophyllales
1219,apg_v14,Petreaceae,Verbenaceae,Lamiales
1220,apg_v14,Petrosaviaceae,Petrosaviaceae,Petrosaviales
1221,apg_v14,Phalaridaceae,Poaceae,Poales
1222,apg_v14,Phaleriaceae,Thymelaeaceae,Malvales
1223,apg_v14,Pharaceae,Poaceae,Poales
1224,apg_v14,Pharnaceaceae,Molluginaceae,Caryophyllales
1225,apg_v14,Phaseolaceae,Fabaceae,Fabales
1226,apg_v14,Phellinaceae,Phellinaceae,Asterales
1227,apg_v14,Phelypaeaceae,Orobanchaceae,Lamiales
1228,apg_v14,Pherosphaeraceae,Podocarpaceae,Cupressales
1229,apg_v14,Philadelphaceae,Hydrangeaceae,Cornales
1230,apg_v14,Philesiaceae,Philesiaceae,Liliales
1231,apg_v14,Philippodendraceae,Malvaceae,Malvales
1232,apg_v14,Philocrenaceae,Podostemaceae,Malpighiales
1233,apg_v14,Philodendraceae,Araceae,Alismatales
1234,apg_v14,Philydraceae,Philydraceae,Commelinales
1235,apg_v14,Phleaceae,Poaceae,Poales
1236,apg_v14,Phoenicaceae,Arecaceae,Arecales
1237,apg_v14,Phoradendraceae,Santalaceae,Santalales
1238,apg_v14,Phormiaceae,Asphodelaceae,Asparagales
1239,apg_v14,Phrymaceae,Phrymaceae,Lamiales
1240,apg_v14,Phylicaceae,Rhamnaceae,Rosales
1241,apg_v14,Phyllanthaceae,Phyllanthaceae,Malpighiales
1242,apg_v14,Phyllocladaceae,Podocarpaceae,Cupressales
1243,apg_v14,Phyllonomaceae,Phyllonomaceae,Aquifoliales
1244,apg_v14,Physenaceae,Physenaceae,Caryophyllales
1245,apg_v14,Phytelephaceae,Arecaceae,Arecales
1246,apg_v14,Phytocrenaceae,Icacinaceae,Icacinales
1247,apg_v14,Phytolaccaceae,Phytolaccaceae,Caryophyllales
1248,apg_v14,Piceaceae,Pinaceae,Pinales
1249,apg_v14,Picramniaceae,Picramniaceae,Picramniales
1250,apg_v14,Picridaceae,Asteraceae,Asterales
1251,apg_v14,Picrodendraceae,Picrodendraceae,Malpighiales
1252,apg_v14,Pilgerodendraceae,Cupressaceae,Cupressales
1253,apg_v14,Pilocarpaceae,Rutaceae,Sapindales
1254,apg_v14,Pilulariaceae,Marsileaceae,Marsileales
1255,apg_v14,Pimpinellaceae,Apiaceae,Apiales
1256,apg_v14,Pinaceae,Pinaceae,Pinales
1257,apg_v14,Pinguiculaceae,Lentibulariaceae,Lamiales
1258,apg_v14,Piperaceae,Piperaceae,Piperales
1259,apg_v14,Piriquetaceae,Passifloraceae,Malpighiales
1260,apg_v14,Pisoniaceae,Nyctaginaceae,Caryophyllales
1261,apg_v14,Pistaciaceae,Anacardiaceae,Sapindales
1262,apg_v14,Pistiaceae,Araceae,Alismatales
1263,apg_v14,Pittosporaceae,Pittosporaceae,Apiales
1264,apg_v14,Plagianthaceae,Malvaceae,Malvales
1265,apg_v14,Plagiogyraceae,Plagiogyraceae,Cyatheales
1266,apg_v14,Plagiopteraceae,Celastraceae,Celastrales
1267,apg_v14,Plantaginaceae,Plantaginaceae,Lamiales
1268,apg_v14,Platanaceae,Platanaceae,Proteales
1269,apg_v14,Platycaryaceae,Juglandaceae,Fagales
1270,apg_v14,Platyceriaceae,Polypodiaceae,Polypodiales (Eupolypod I)
1271,apg_v14,Platycladaceae,Cupressaceae,Cupressales
1272,apg_v14,Platyspermataceae,Alseuosmiaceae,Asterales
1273,apg_v14,Platystemonaceae,Papaveraceae,Ranunculales
1274,apg_v14,Platyzomataceae,Pteridaceae,Polypodiales
1275,apg_v14,Plectroniaceae,Penaeaceae,Myrtales
1276,apg_v14,Pleurisanthaceae,Icacinaceae,Icacinales
1277,apg_v14,Pleurisoriopsidaceae,Polypodiaceae,Polypodiales (Eupolypod I)
1278,apg_v14,Plocospermataceae,Plocospermataceae,Lamiales
1279,apg_v14,Plumbaginaceae,Plumbaginaceae,Caryophyllales
1280,apg_v14,Plumeriaceae,Apocynaceae,Gentianales
1281,apg_v14,Poaceae,Poaceae,Poales
1282,apg_v14,Podoaceae,Anacardiaceae,Sapindales
1283,apg_v14,Podocarpaceae,Podocarpaceae,Cupressales
1284,apg_v14,Podophyllaceae,Berberidaceae,Ranunculales
1285,apg_v14,Podostemaceae,Podostemaceae,Malpighiales
1286,apg_v14,Polemoniaceae,Polemoniaceae,Ericales
1287,apg_v14,Poliothyrsidaceae,Salicaceae,Malpighiales
1288,apg_v14,Polpodaceae,Molluginaceae,Caryophyllales
1289,apg_v14,Polycarpaeaceae,Caryophyllaceae,Caryophyllales
1290,apg_v14,Polycnemaceae,Amaranthaceae,Caryophyllales
1291,apg_v14,Polygalaceae,Polygalaceae,Fabales
1292,apg_v14,Polygonaceae,Polygonaceae,Caryophyllales
1293,apg_v14,Polygonanthaceae,Anisophylleaceae,Cucurbitales
1294,apg_v14,Polygonataceae,Asparagaceae,Asparagales
1295,apg_v14,Polyosmaceae,Escalloniaceae,Escalloniales
1296,apg_v14,Polypodiaceae,Polypodiaceae,Polypodiales (Eupolypod I)
1297,apg_v14,Polypremaceae,Tetrachondraceae,Lamiales
1298,apg_v14,Pontederiaceae,Pontederiaceae,Commelinales
1299,apg_v14,Poranaceae,Convolvulaceae,Solanales
1300,apg_v14,Porantheraceae,Phyllanthaceae,Malpighiales
1301,apg_v14,Portulacaceae,Portulacaceae,Caryophyllales
1302,apg_v14,Portulacariaceae,Didiereaceae,Caryophyllales
1303,apg_v14,Posidoniaceae,Posidoniaceae,Alismatales
1304,apg_v14,Potaliaceae,Gentianaceae,Gentianales
1305,apg_v14,Potamogetonaceae,Potamogetonaceae,Alismatales
1306,apg_v14,Potentillaceae,Rosaceae,Rosales
1307,apg_v14,Poteriaceae,Rosaceae,Rosales
1308,apg_v14,Pothaceae,Araceae,Alismatales
1309,apg_v14,Pottingeriaceae,Celastraceae,Celastrales
1310,apg_v14,Primulaceae,Primulaceae,Ericales
1311,apg_v14,Prioniaceae,Thurniaceae,Poales
1312,apg_v14,Prionotaceae,Ericaceae,Ericales
1313,apg_v14,Prockiaceae,Salicaceae,Malpighiales
1314,apg_v14,Proteaceae,Proteaceae,Proteales
1315,apg_v14,Prumnopityaceae,Podocarpaceae,Cupressales
1316,apg_v14,Prunaceae,Rosaceae,Rosales
1317,apg_v14,Pseliaceae,Menispermaceae,Ranunculales
1318,apg_v14,Pseudanthaceae,Picrodendraceae,Malpighiales
1319,apg_v14,Pseudophoenicaceae,Arecaceae,Arecales
1320,apg_v14,Psilotaceae,Psilotaceae,Ophioglossales
1321,apg_v14,Psiloxylaceae,Myrtaceae,Myrtales
1322,apg_v14,Psittacanthaceae,Loranthaceae,Santalales
1323,apg_v14,Psychotriaceae,Rubiaceae,Gentianales
1324,apg_v14,Psylliaceae,Plantaginaceae,Lamiales
1325,apg_v14,Ptaeroxylaceae,Rutaceae,Sapindales
1326,apg_v14,Pteleaceae,Rutaceae,Sapindales
1327,apg_v14,Pteleocarpaceae,?Gelsemiaceae,Gentianales
1328,apg_v14,Pteridaceae,Pteridaceae,Polypodiales
1329,apg_v14,Pteridiaceae,Dennstaedtiaceae,Polypodiales
1330,apg_v14,Pteridophyllaceae,Papaveraceae,Ranunculales
1331,apg_v14,Pterisanthaceae,Vitaceae,Vitales
