order,status,source,loc,loc.correct,latitude.gazetteer,longitude.gazetteer,resolution.gazetteer,priority
25201,ok,treeco,brazil_mato grosso_cuiaba_fazenda miranda,brazil_mato grosso_cuiaba_fazenda miranda,-15.740894,-56.089694,localidade,4
24070,ok,treeco,brazil_mato grosso_cuiaba_fazenda sao pedro bandeira,brazil_mato grosso_cuiaba_fazenda sao pedro bandeira,-15.457268,-56.062991,localidade,4
30098,ok,ibge,brazil_mato grosso_cuiaba_guia,brazil_mato grosso_cuiaba_guia,-15.35416667,-56.23138889,distrito|vila,4
2142,ok,ibge,brazil_mato grosso_cuiaba,brazil_mato grosso_cuiaba,-15.44905151,-55.9356062,county,4
2143,ok,ibge,brazil_mato grosso_curvelandia,brazil_mato grosso_curvelandia,-15.607916,-57.92201,county,4
2144,ok,ibge,brazil_mato grosso_denise,brazil_mato grosso_denise,-14.7247484,-56.96241775,county,4
2145,ok,ibge,brazil_mato grosso_diamantino,brazil_mato grosso_diamantino,-14.098044,-56.81121683,county,4
30094,ok,ibge,brazil_mato grosso_dom aquino_entre rios,brazil_mato grosso_dom aquino_entre rios,-15.90666667,-54.86777778,distrito|vila,4
2146,ok,ibge,brazil_mato grosso_dom aquino,brazil_mato grosso_dom aquino,-15.65838728,-54.77311516,county,4
2147,ok,ibge,brazil_mato grosso_feliz natal,brazil_mato grosso_feliz natal,-11.91821124,-54.16750971,county,4
2148,ok,ibge,brazil_mato grosso_figueiropolis oeste,brazil_mato grosso_figueiropolis oeste,-15.5252456,-58.70250985,county,4
2149,ok,ibge,brazil_mato grosso_gaucha norte,brazil_mato grosso_gaucha norte,-12.99626327,-53.45596822,county,4
2151,ok,ibge,brazil_mato grosso_gloria oeste,brazil_mato grosso_gloria oeste,-15.84109274,-58.32001533,county,4
2152,ok,ibge,brazil_mato grosso_guaranta norte,brazil_mato grosso_guaranta norte,-9.775170233,-54.61723627,county,4
30072,ok,ibge,brazil_mato grosso_guiratinga_alcantilado,brazil_mato grosso_guiratinga_alcantilado,-16.41611111,-53.52138889,distrito|vila,4
30083,ok,ibge,brazil_mato grosso_guiratinga_buriti,brazil_mato grosso_guiratinga_buriti,-16.47194444,-53.46472222,distrito|vila,4
30095,ok,ibge,brazil_mato grosso_guiratinga_estrela leste,brazil_mato grosso_guiratinga_estrela leste,-16.33277778,-53.58194444,distrito|vila,4
2153,ok,ibge,brazil_mato grosso_guiratinga,brazil_mato grosso_guiratinga,-16.37662554,-53.57785381,county,4
30122,ok,ibge,brazil_mato grosso_guiratinga_toriparu,brazil_mato grosso_guiratinga_toriparu,-16.38722222,-53.91361111,distrito|vila,4
2154,ok,ibge,brazil_mato grosso_indiavai,brazil_mato grosso_indiavai,-15.33296921,-58.59952217,county,4
2155,ok,ibge,brazil_mato grosso_ipiranga norte,brazil_mato grosso_ipiranga norte,-12.28238,-56.204352,county,4
2156,ok,ibge,brazil_mato grosso_itanhanga,brazil_mato grosso_itanhanga,-12.216991,-56.632799,county,4
2157,ok,ibge,brazil_mato grosso_itauba,brazil_mato grosso_itauba,-11.01727177,-55.404124,county,4
30117,ok,ibge,brazil_mato grosso_itauba_santa helena,brazil_mato grosso_itauba_santa helena,-10.83472222,-55.17972222,distrito|vila,4
2158,ok,ibge,brazil_mato grosso_itiquira,brazil_mato grosso_itiquira,-17.33616185,-54.60656213,county,4
30087,ok,ibge,brazil_mato grosso_jaciara_celma,brazil_mato grosso_jaciara_celma,-15.72277778,-55.87222222,distrito|vila,4
2159,ok,ibge,brazil_mato grosso_jaciara,brazil_mato grosso_jaciara,-15.90336051,-55.11090104,county,4
2160,ok,ibge,brazil_mato grosso_jangada,brazil_mato grosso_jangada,-15.33022613,-56.55006666,county,4
30103,ok,ibge,brazil_mato grosso_jauru_lucialva,brazil_mato grosso_jauru_lucialva,-15.13888889,-58.87138889,distrito|vila,4
2161,ok,ibge,brazil_mato grosso_jauru,brazil_mato grosso_jauru,-15.3176331,-58.8623969,county,4
2162,ok,ibge,brazil_mato grosso_juara,brazil_mato grosso_juara,-11.05862445,-57.62572767,county,4
30097,ok,ibge,brazil_mato grosso_juina_fontanillas,brazil_mato grosso_juina_fontanillas,-11.33444444,-58.34694444,distrito|vila,4
2163,ok,ibge,brazil_mato grosso_juina,brazil_mato grosso_juina,-11.5334075,-59.32715667,county,4
2164,ok,ibge,brazil_mato grosso_juruena,brazil_mato grosso_juruena,-10.32727817,-58.59848629,county,4
2165,ok,ibge,brazil_mato grosso_juscimeira,brazil_mato grosso_juscimeira,-16.18116072,-54.8998884,county,4
30116,ok,ibge,brazil_mato grosso_juscimeira_santa elvira,brazil_mato grosso_juscimeira_santa elvira,-16.16555556,-54.79472222,distrito|vila,4
2166,ok,ibge,brazil_mato grosso_lambari oeste,brazil_mato grosso_lambari oeste,-15.4835324,-57.80249842,county,4
2167,ok,ibge,brazil_mato grosso_lucas rio verde,brazil_mato grosso_lucas rio verde,-13.03788333,-56.16619577,county,4
25006,ok,treeco,brazil_mato grosso_lucas rio verde_pch foz cedro,brazil_mato grosso_lucas rio verde_pch foz cedro,-12.79115,-56.00954,localidade,4
2168,ok,ibge,brazil_mato grosso_luciara,brazil_mato grosso_luciara,-11.00784242,-50.93565038,county,4
2169,ok,ibge,brazil_mato grosso_marcelandia,brazil_mato grosso_marcelandia,-10.88622048,-54.05305112,county,4
2171,ok,ibge,brazil_mato grosso_matupa,brazil_mato grosso_matupa,-10.01174361,-54.361134,county,4
2172,ok,ibge,brazil_mato grosso_mirassol oeste,brazil_mato grosso_mirassol oeste,-15.65329743,-58.04867356,county,4
30120,ok,ibge,brazil_mato grosso_mirassol oeste_sonho azul,brazil_mato grosso_mirassol oeste_sonho azul,-15.76777778,-58.11805556,distrito|vila,4
25398,ok,treeco,brazil_mato grosso_nobres_comunidade coqueiral queribo,brazil_mato grosso_nobres_comunidade coqueiral queribo,-14.630019,-56.234785,localidade,4
30090,ok,ibge,brazil_mato grosso_nobres_coqueiral,brazil_mato grosso_nobres_coqueiral,-14.44833333,-55.92888889,distrito|vila,4
2173,ok,ibge,brazil_mato grosso_nobres,brazil_mato grosso_nobres,-14.36421372,-55.77997766,county,4
2174,ok,ibge,brazil_mato grosso_nortelandia,brazil_mato grosso_nortelandia,-14.34799495,-56.72003082,county,4
2175,ok,ibge,brazil_mato grosso_nossa senhora livramento,brazil_mato grosso_nossa senhora livramento,-15.83619612,-56.52586807,county,4
30110,ok,ibge,brazil_mato grosso_nossa senhora livramento_pirizal,brazil_mato grosso_nossa senhora livramento_pirizal,-16.23861111,-56.38083333,distrito|vila,4
30118,ok,ibge,brazil_mato grosso_nossa senhora livramento_seco,brazil_mato grosso_nossa senhora livramento_seco,-15.79277778,-56.72361111,distrito|vila,4
30124,ok,ibge,brazil_mato grosso_nossa senhora livramento_varginha,brazil_mato grosso_nossa senhora livramento_varginha,-15.89055556,-56.47305556,distrito|vila,4
2176,ok,ibge,brazil_mato grosso_nova bandeirantes,brazil_mato grosso_nova bandeirantes,-9.768733421,-58.0763449,county,4
2177,ok,ibge,brazil_mato grosso_nova brasilandia,brazil_mato grosso_nova brasilandia,-14.78764123,-55.04488424,county,4
30112,ok,ibge,brazil_mato grosso_nova brasilandia_praia rica,brazil_mato grosso_nova brasilandia_praia rica,-14.83277778,-55.63305556,distrito|vila,4
30089,ok,ibge,brazil_mato grosso_nova canaa norte_colorado norte,brazil_mato grosso_nova canaa norte_colorado norte,-10.4775,-56.07805556,distrito|vila,4
2178,ok,ibge,brazil_mato grosso_nova canaa norte,brazil_mato grosso_nova canaa norte,-10.70047298,-56.04244245,county,4
2179,ok,ibge,brazil_mato grosso_nova guarita,brazil_mato grosso_nova guarita,-10.28899256,-55.33687222,county,4
2180,ok,ibge,brazil_mato grosso_nova lacerda,brazil_mato grosso_nova lacerda,-14.30045957,-59.77123234,county,4
2181,ok,ibge,brazil_mato grosso_nova marilandia,brazil_mato grosso_nova marilandia,-14.28964959,-57.26446267,county,4
2182,ok,ibge,brazil_mato grosso_nova maringa,brazil_mato grosso_nova maringa,-12.78635173,-57.22000692,county,4
2183,ok,ibge,brazil_mato grosso_nova monte verde,brazil_mato grosso_nova monte verde,-10.04103513,-57.27501974,county,4
2184,ok,ibge,brazil_mato grosso_nova mutum,brazil_mato grosso_nova mutum,-13.65952567,-55.91837208,county,4
2185,ok,ibge,brazil_mato grosso_nova nazare,brazil_mato grosso_nova nazare,-13.996293,-51.8142,county,4
2187,ok,ibge,brazil_mato grosso_nova santa helena,brazil_mato grosso_nova santa helena,-10.849623,-55.178066,county,4
2188,ok,ibge,brazil_mato grosso_nova ubirata,brazil_mato grosso_nova ubirata,-12.99064916,-54.76675313,county,4
24066,ok,treeco,brazil_mato grosso_nova xavantina_fazenda serra,brazil_mato grosso_nova xavantina_fazenda serra,-14.535,-52.945,localidade|sublocalidade,4
2189,ok,ibge,brazil_mato grosso_nova xavantina,brazil_mato grosso_nova xavantina,-14.59270328,-52.40938661,county,4
25142,ok,treeco,brazil_mato grosso_nova xavantina_pm bacaba,brazil_mato grosso_nova xavantina_pm bacaba,-14.700639,-52.350722,localidade,4
25204,ok,treeco,brazil_mato grosso_nova xavantina_pm bacaba (reserva biologica municipal mario viana),brazil_mato grosso_nova xavantina_pm bacaba (reserva biologica municipal mario viana),-14.709061,-52.37147,localidade|sublocalidade,4
25229,ok,treeco,brazil_mato grosso_nova xavantina_reserva biologica municipal mario viana,brazil_mato grosso_nova xavantina_reserva biologica municipal mario viana,-14.709061,-52.37147,localidade|sublocalidade,4
24845,ok,treeco,brazil_mato grosso_nova xavantina_sistema 33,brazil_mato grosso_nova xavantina_sistema 33,-14.789278,-52.1678,localidade,4
2190,ok,ibge,brazil_mato grosso_novo horizonte norte,brazil_mato grosso_novo horizonte norte,-11.38752348,-57.30008535,county,4
2191,ok,ibge,brazil_mato grosso_novo mundo,brazil_mato grosso_novo mundo,-9.752695358,-55.40221442,county,4
22873,ok,treeco,brazil_mato grosso_novo santo antonio_pe araguaia,brazil_mato grosso_novo santo antonio_pe araguaia,-12.1121,-50.8159,localidade,4
2193,ok,ibge,brazil_mato grosso_novo sao joaquim,brazil_mato grosso_novo sao joaquim,-14.97028915,-53.42039953,county,4
2194,ok,ibge,brazil_mato grosso_paranaita,brazil_mato grosso_paranaita,-9.652779,-56.533367,county,4
2195,ok,ibge,brazil_mato grosso_paranatinga,brazil_mato grosso_paranatinga,-14.358621,-54.045154,county,4
2197,ok,ibge,brazil_mato grosso_peixoto azevedo,brazil_mato grosso_peixoto azevedo,-10.14769299,-53.58728575,county,4
2198,ok,ibge,brazil_mato grosso_planalto serra,brazil_mato grosso_planalto serra,-14.58986999,-54.67314208,county,4
25154,ok,treeco,brazil_mato grosso_pocone_bacia drenagem alto paraguai,brazil_mato grosso_pocone_bacia drenagem alto paraguai,-16.319444,-56.53,localidade,4
30084,ok,ibge,brazil_mato grosso_pocone_cangas,brazil_mato grosso_pocone_cangas,-16.07888889,-56.56388889,distrito|vila,4
24998,ok,treeco,brazil_mato grosso_pocone_fazenda campo largo,brazil_mato grosso_pocone_fazenda campo largo,-16.629502,-56.780154,localidade|sublocalidade,4
30096,ok,ibge,brazil_mato grosso_pocone_fazenda cima,brazil_mato grosso_pocone_fazenda cima,-15.82111111,-56.57416667,distrito|vila,4
25219,ok,treeco,brazil_mato grosso_pocone_fazenda uval,brazil_mato grosso_pocone_fazenda uval,-16.93041,-56.930139,localidade|sublocalidade,4
2199,ok,ibge,brazil_mato grosso_pocone,brazil_mato grosso_pocone,-16.78472421,-56.94886528,county,4
24322,ok,treeco,brazil_mato grosso_pocone_retiro campo largo,brazil_mato grosso_pocone_retiro campo largo,-16.662589,-56.755205,localidade,4
2200,ok,ibge,brazil_mato grosso_pontal araguaia,brazil_mato grosso_pontal araguaia,-15.9319592,-52.72148706,county,4
2201,ok,ibge,brazil_mato grosso_ponte branca,brazil_mato grosso_ponte branca,-16.65946945,-52.93343542,county,4
24960,ok,treeco,brazil_mato grosso_pontes e lacerda_mina lavrinha,brazil_mato grosso_pontes e lacerda_mina lavrinha,-15.330264,-59.253603,localidade,4
2202,ok,ibge,brazil_mato grosso_pontes e lacerda,brazil_mato grosso_pontes e lacerda,-15.25917497,-59.35284018,county,4
2203,ok,ibge,brazil_mato grosso_porto alegre norte,brazil_mato grosso_porto alegre norte,-10.82546325,-51.71256157,county,4
2206,ok,ibge,brazil_mato grosso_porto gauchos,brazil_mato grosso_porto gauchos,-11.73262181,-56.74618211,county,4
2204,ok,ibge,brazil_mato grosso_porto esperidiao,brazil_mato grosso_porto esperidiao,-15.95745301,-58.9813017,county,4
2205,ok,ibge,brazil_mato grosso_porto estrela,brazil_mato grosso_porto estrela,-15.52389271,-57.2150784,county,4
30101,ok,ibge,brazil_mato grosso_poxoreo_jarudore,brazil_mato grosso_poxoreo_jarudore,-16.19722222,-54.3075,distrito|vila,4
2207,ok,google,brazil_mato grosso_poxoreo,brazil_mato grosso_poxoreu,-15.85227505,-54.18460341,county,4
2208,ok,ibge,brazil_mato grosso_poxoreu,brazil_mato grosso_poxoreu,-15.85227505,-54.18460341,county,4
2209,ok,ibge,brazil_mato grosso_primavera leste,brazil_mato grosso_primavera leste,-15.09868345,-54.21973965,county,4
2210,ok,ibge,brazil_mato grosso_querencia,brazil_mato grosso_querencia,-12.16134659,-52.74209992,county,4
2211,ok,ibge,brazil_mato grosso_reserva cabacal,brazil_mato grosso_reserva cabacal,-15.0876837,-58.38129947,county,4
25004,ok,treeco,brazil_mato grosso_ribeirao cascalheira_crt,brazil_mato grosso_ribeirao cascalheira_crt,-13.0024,-51.7536,localidade,4
24067,ok,treeco,brazil_mato grosso_ribeirao cascalheira_floresta 1,brazil_mato grosso_ribeirao cascalheira_floresta 1,-12.826507,-51.778059,localidade,4
24068,ok,treeco,brazil_mato grosso_ribeirao cascalheira_floresta 2,brazil_mato grosso_ribeirao cascalheira_floresta 2,-12.822786,-51.786493,localidade,4
2212,ok,ibge,brazil_mato grosso_ribeirao cascalheira,brazil_mato grosso_ribeirao cascalheira,-12.82646833,-51.57128674,county,4
2213,ok,ibge,brazil_mato grosso_ribeiraozinho,brazil_mato grosso_ribeiraozinho,-16.49388502,-52.76009318,county,4
2215,ok,ibge,brazil_mato grosso_rondolandia,brazil_mato grosso_rondolandia,-10.27573,-61.06224,county,4
30074,ok,ibge,brazil_mato grosso_rondonopolis_anhumas,brazil_mato grosso_rondonopolis_anhumas,-16.89777778,-54.64416667,distrito|vila,4
30080,ok,ibge,brazil_mato grosso_rondonopolis_boa vista,brazil_mato grosso_rondonopolis_boa vista,-16.21361111,-54.78,distrito|vila,4
2216,ok,ibge,brazil_mato grosso_rondonopolis,brazil_mato grosso_rondonopolis,-16.52012499,-54.66845207,county,4
30075,ok,ibge,brazil_mato grosso_rosario oeste_arruda,brazil_mato grosso_rosario oeste_arruda,-14.94111111,-56.16972222,distrito|vila,4
30078,ok,ibge,brazil_mato grosso_rosario oeste_bauxi,brazil_mato grosso_rosario oeste_bauxi,-15.15416667,-56.74944444,distrito|vila,4
2217,ok,ibge,brazil_mato grosso_rosario oeste,brazil_mato grosso_rosario oeste,-14.65874019,-55.80451807,county,4
2218,ok,ibge,brazil_mato grosso_salto ceu,brazil_mato grosso_salto ceu,-15.09790771,-58.00051599,county,4
30125,ok,ibge,brazil_mato grosso_salto ceu_vila progresso,brazil_mato grosso_salto ceu_vila progresso,-14.66388889,-57.35944444,distrito|vila,4
2219,ok,ibge,brazil_mato grosso_santa carmem,brazil_mato grosso_santa carmem,-11.9319878,-54.90104934,county,4
2220,ok,ibge,brazil_mato grosso_santa cruz xingu,brazil_mato grosso_santa cruz xingu,-10.136536,-52.384119,county,4
2221,ok,ibge,brazil_mato grosso_santa rita trivelato,brazil_mato grosso_santa rita trivelato,-13.823303,-55.287804,county,4
2223,ok,ibge,brazil_mato grosso_santo afonso,brazil_mato grosso_santo afonso,-14.45062645,-57.34410835,county,4
2224,ok,ibge,brazil_mato grosso_santo antonio leste,brazil_mato grosso_santo antonio leste,-14.804999,-53.607525,county,4
30093,ok,ibge,brazil_mato grosso_santo antonio leverger_engenho velho,brazil_mato grosso_santo antonio leverger_engenho velho,-15.79222222,-56.12972222,distrito|vila,4
24064,ok,treeco,brazil_mato grosso_santo antonio leverger_fazenda exp. ufmt,brazil_mato grosso_santo antonio leverger_fazenda exp. ufmt,-15.849454,-56.072327,localidade,4
23771,ok,treeco,brazil_mato grosso_santo antonio leverger_fazenda queixada,brazil_mato grosso_santo antonio leverger_fazenda queixada,-15.938722,-55.666807,localidade,4
30104,ok,ibge,brazil_mato grosso_santo antonio leverger_mimoso,brazil_mato grosso_santo antonio leverger_mimoso,-16.25916667,-55.78444444,distrito|vila,4
2225,ok,ibge,brazil_mato grosso_santo antonio leverger,brazil_mato grosso_santo antonio leverger,-16.45647001,-55.43970094,county,4
2226,ok,ibge,brazil_mato grosso_sao felix araguaia,brazil_mato grosso_sao felix araguaia,-11.630993,-50.724345,county,4
2228,ok,ibge,brazil_mato grosso_sao jose povo,brazil_mato grosso_sao jose povo,-16.46267385,-54.27445551,county,4
30107,ok,ibge,brazil_mato grosso_sao jose povo_nova catanduva,brazil_mato grosso_sao jose povo_nova catanduva,-16.56055556,-54.30166667,distrito|vila,4
2230,ok,ibge,brazil_mato grosso_sao jose rio claro,brazil_mato grosso_sao jose rio claro,-13.59621501,-56.79441474,county,4
2231,ok,ibge,brazil_mato grosso_sao jose xingu,brazil_mato grosso_sao jose xingu,-10.42531167,-52.58406582,county,4
30115,ok,ibge,brazil_mato grosso_sao jose xingu_santa cruz xingu,brazil_mato grosso_sao jose xingu_santa cruz xingu,-10.15555556,-52.39444444,distrito|vila,4
2229,ok,ibge,brazil_mato grosso_sao jose quatro marcos,brazil_mato grosso_sao jose quatro marcos,-15.56690574,-58.29618456,county,4
2232,ok,ibge,brazil_mato grosso_sao pedro cipa,brazil_mato grosso_sao pedro cipa,-15.95439717,-54.74062458,county,4
2233,ok,ibge,brazil_mato grosso_sapezal,brazil_mato grosso_sapezal,-13.1520513,-58.65346141,county,4
24057,ok,treeco,brazil_mato grosso_sapezal_ti utiariti,brazil_mato grosso_sapezal_ti utiariti,-13.582595,-58.129851,localidade,4
2234,ok,ibge,brazil_mato grosso_serra nova dourada,brazil_mato grosso_serra nova dourada,-12.09047,-51.401279,county,4
2235,ok,ibge,brazil_mato grosso_sinop,brazil_mato grosso_sinop,-11.77378101,-55.45570256,county,4
2236,ok,ibge,brazil_mato grosso_sorriso,brazil_mato grosso_sorriso,-12.549404,-55.830095,county,4
30113,ok,ibge,brazil_mato grosso_sorriso_primavera,brazil_mato grosso_sorriso_primavera,-12.854423,-55.832426,distrito|vila,4
2237,ok,ibge,brazil_mato grosso_tabapora,brazil_mato grosso_tabapora,-11.21227586,-56.48975625,county,4
2238,ok,ibge,brazil_mato grosso_tangara serra,brazil_mato grosso_tangara serra,-14.43131731,-58.32299753,county,4
30114,ok,ibge,brazil_mato grosso_tangara serra_progresso,brazil_mato grosso_tangara serra_progresso,-14.66361111,-57.35972222,distrito|vila,4
2239,ok,ibge,brazil_mato grosso_tapurah,brazil_mato grosso_tapurah,-12.724735,-56.443219,county,4
30108,ok,ibge,brazil_mato grosso_tapurah_novo eldorado,brazil_mato grosso_tapurah_novo eldorado,-12.79444444,-56.40944444,distrito|vila,4
2240,ok,ibge,brazil_mato grosso_terra nova norte,brazil_mato grosso_terra nova norte,-10.48743814,-54.98038572,county,4
30105,ok,ibge,brazil_mato grosso_terra nova norte_nona agrovila,brazil_mato grosso_terra nova norte_nona agrovila,-10.40333333,-54.92416667,distrito|vila,4
30077,ok,ibge,brazil_mato grosso_tesouro_batovi,brazil_mato grosso_tesouro_batovi,-15.86277778,-53.51444444,distrito|vila,4
30086,ok,ibge,brazil_mato grosso_tesouro_cassununga,brazil_mato grosso_tesouro_cassununga,-16.06972222,-53.67222222,distrito|vila,4
2241,ok,ibge,brazil_mato grosso_tesouro,brazil_mato grosso_tesouro,-15.88900522,-53.45797376,county,4
2242,ok,ibge,brazil_mato grosso_torixoreu,brazil_mato grosso_torixoreu,-16.29473059,-52.88951593,county,4
2243,ok,ibge,brazil_mato grosso_uniao sul,brazil_mato grosso_uniao sul,-11.52808644,-54.31568203,county,4
2244,ok,ibge,brazil_mato grosso_vale sao domingos,brazil_mato grosso_vale sao domingos,-15.289092,-59.067278,county,4
25378,ok,treeco,brazil_mato grosso_varzea grande_campus ufmt,brazil_mato grosso_varzea grande_campus ufmt,-15.58664,-56.202364,localidade,4
30081,ok,ibge,brazil_mato grosso_varzea grande_bom sucesso,brazil_mato grosso_varzea grande_bom sucesso,-15.71444444,-56.10666667,distrito|vila,4
30111,ok,ibge,brazil_mato grosso_varzea grande_porto velho,brazil_mato grosso_varzea grande_porto velho,-15.645,-56.09777778,distrito|vila,4
2246,ok,ibge,brazil_mato grosso_vera,brazil_mato grosso_vera,-12.42094902,-55.34525765,county,4
2247,ok,ibge,brazil_mato grosso_vila bela santissima trindade,brazil_mato grosso_vila bela santissima trindade,-15.02069,-59.951825,county,4
2248,ok,ibge,brazil_mato grosso_vila rica,brazil_mato grosso_vila rica,-9.980596655,-51.40478151,county,4
30030,ok,ibge,brazil_mato grosso sul_agua clara_bela alvorada,brazil_mato grosso sul_agua clara_bela alvorada,-19.37833333,-53.44083333,distrito|vila,4
2020,ok,ibge,brazil_mato grosso sul_agua clara,brazil_mato grosso sul_agua clara,-19.78222466,-52.99098264,county,4
2021,ok,ibge,brazil_mato grosso sul_alcinopolis,brazil_mato grosso sul_alcinopolis,-18.20913612,-53.74919341,county,4
2022,ok,ibge,brazil_mato grosso sul_amambai,brazil_mato grosso sul_amambai,-23.15777656,-54.96772193,county,4
2023,ok,ibge,brazil_mato grosso sul_anastacio,brazil_mato grosso sul_anastacio,-20.70713837,-55.76106131,county,4
2024,ok,ibge,brazil_mato grosso sul_anaurilandia,brazil_mato grosso sul_anaurilandia,-22.11161855,-52.8081552,county,4
30043,ok,ibge,brazil_mato grosso sul_angelica_ipezal,brazil_mato grosso sul_angelica_ipezal,-22.05444444,-54.07,distrito|vila,4
2025,ok,ibge,brazil_mato grosso sul_angelica,brazil_mato grosso sul_angelica,-22.06242788,-53.86534173,county,4
30034,ok,ibge,brazil_mato grosso sul_antonio joao_campestre,brazil_mato grosso sul_antonio joao_campestre,-22.20444444,-56.035,distrito|vila,4
2026,ok,ibge,brazil_mato grosso sul_antonio joao,brazil_mato grosso sul_antonio joao,-22.20557396,-55.97193563,county,4
30040,ok,ibge,brazil_mato grosso sul_aparecida taboado_cupins,brazil_mato grosso sul_aparecida taboado_cupins,-19.90583333,-51.04583333,distrito|vila,4
2027,ok,ibge,brazil_mato grosso sul_aparecida taboado,brazil_mato grosso sul_aparecida taboado,-20.07601484,-51.29064715,county,4
30053,ok,ibge,brazil_mato grosso sul_aparecida taboado_oriente,brazil_mato grosso sul_aparecida taboado_oriente,-20.22055556,-51.09444444,distrito|vila,4
24880,ok,treeco,brazil_mato grosso sul_aquidauana_fazenda barranco alto,brazil_mato grosso sul_aquidauana_fazenda barranco alto,-19.582861,-56.145754,localidade,4
22884,ok,treeco,brazil_mato grosso sul_aquidauana_fazenda uems,brazil_mato grosso sul_aquidauana_fazenda uems,-20.465712,-55.679514,localidade,4
23803,ok,treeco,brazil_mato grosso sul_aquidauana_fazenda experimental uems,brazil_mato grosso sul_aquidauana_fazenda experimental uems,-20.455238,-55.661225,localidade,4
24874,ok,treeco,brazil_mato grosso sul_aquidauana_fazenda salina,brazil_mato grosso sul_aquidauana_fazenda salina,-19.572718,-56.113674,localidade,4
24878,ok,treeco,brazil_mato grosso sul_aquidauana_fazenda salina e fazenda barranco alto,brazil_mato grosso sul_aquidauana_fazenda salina e fazenda barranco alto,-19.573427,-56.116012,localidade,4
22893,ok,treeco,brazil_mato grosso sul_aquidauana_morro paxixi,brazil_mato grosso sul_aquidauana_morro paxixi,-20.435725,-55.656576,localidade,4
2028,ok,ibge,brazil_mato grosso sul_aquidauana,brazil_mato grosso sul_aquidauana,-19.75569472,-55.86334183,county,4
24132,ok,treeco,brazil_mato grosso sul_aquidauana_pantanal of nhecolandia,brazil_mato grosso sul_aquidauana_pantanal of nhecolandia,-19.2411,-55.7436,localidade|sublocalidade,4
30065,ok,ibge,brazil_mato grosso sul_aquidauana_taunay,brazil_mato grosso sul_aquidauana_taunay,-20.28944444,-56.07694444,distrito|vila,4
2029,ok,ibge,brazil_mato grosso sul_aral moreira,brazil_mato grosso sul_aral moreira,-22.90709629,-55.45295593,county,4
22882,ok,treeco,brazil_mato grosso sul_bandeirantes_assentamento barreirinho flores,brazil_mato grosso sul_bandeirantes_assentamento barreirinho flores,-19.79092,-54.539218,localidade,4
30036,ok,ibge,brazil_mato grosso sul_bandeirantes_congonha,brazil_mato grosso sul_bandeirantes_congonha,-19.69333333,-54.45916667,distrito|vila,4
2031,ok,ibge,brazil_mato grosso sul_bataguassu,brazil_mato grosso sul_bataguassu,-21.80820197,-52.57056605,county,4
30060,ok,ibge,brazil_mato grosso sul_bataguassu_porto xv novembro,brazil_mato grosso sul_bataguassu_porto xv novembro,-21.76138889,-52.16861111,distrito|vila,4
22899,ok,treeco,brazil_mato grosso sul_bataypora_intermediario,brazil_mato grosso sul_bataypora_intermediario,-22.734714,-53.260215,localidade,4
22900,ok,treeco,brazil_mato grosso sul_bataypora_jusante,brazil_mato grosso sul_bataypora_jusante,-22.742729,-53.281044,localidade,4
22901,ok,treeco,brazil_mato grosso sul_bataypora_montante,brazil_mato grosso sul_bataypora_montante,-22.728033,-53.238913,localidade,4
2033,ok,ibge,brazil_mato grosso sul_bataypora,brazil_mato grosso sul_bataypora,-22.39064515,-53.17740833,county,4
2034,ok,ibge,brazil_mato grosso sul_bela vista,brazil_mato grosso sul_bela vista,-21.93517717,-56.53534496,county,4
30050,ok,ibge,brazil_mato grosso sul_bodoquena_morraria sul,brazil_mato grosso sul_bodoquena_morraria sul,-20.53611111,-56.89555556,distrito|vila,4
2035,ok,ibge,brazil_mato grosso sul_bodoquena,brazil_mato grosso sul_bodoquena,-20.55335389,-56.69248285,county,4
22892,ok,treeco,brazil_mato grosso sul_bonito_floresta ribeirinha entre os rios formoso e formosinho,brazil_mato grosso sul_bonito_floresta ribeirinha entre os rios formoso e formosinho,-21.169008,-56.438299,localidade,4
30045,ok,ibge,brazil_mato grosso sul_bonito_jabuti,brazil_mato grosso sul_bonito_jabuti,-20.79222222,-56.36777778,distrito|vila,4
25397,ok,treeco,brazil_mato grosso sul_bonito_parque cachoeiras,brazil_mato grosso sul_bonito_parque cachoeiras,-21.007407,-56.504277,localidade,4
30041,ok,ibge,brazil_mato grosso sul_brasilandia_debrasa,brazil_mato grosso sul_brasilandia_debrasa,-21.45888889,-52.33166667,distrito|vila,4
2037,ok,ibge,brazil_mato grosso sul_brasilandia,brazil_mato grosso sul_brasilandia,-21.0755996,-52.43422416,county,4
30037,ok,ibge,brazil_mato grosso sul_caarapo_cristalina,brazil_mato grosso sul_caarapo_cristalina,-22.49777778,-54.75611111,distrito|vila,4
2038,ok,ibge,brazil_mato grosso sul_caarapo,brazil_mato grosso sul_caarapo,-22.58762792,-54.80469176,county,4
2039,ok,ibge,brazil_mato grosso sul_camapua,brazil_mato grosso sul_camapua,-19.0938575,-53.87822884,county,4
30058,ok,ibge,brazil_mato grosso sul_camapua_pontinha cocho,brazil_mato grosso sul_camapua_pontinha cocho,-19.015,-53.89861111,distrito|vila,4
22890,ok,treeco,brazil_mato grosso sul_campo grande_apa guariroba,brazil_mato grosso sul_campo grande_apa guariroba,-20.535766,-54.273658,localidade,4
