"order","source","kingdom","name","name.correct","order.correct","class.correct"
8429,"col_v2025","animalia","Dreissenidae","Dreissenidae","Myida","Bivalvia"
8430,"col_v2025","animalia","Drepaneidae","Drepaneidae","Acanthuriformes","Teleostei"
8431,"col_v2025","animalia","Drepanellidae","Drepanellidae","Palaeocopida","Ostracoda"
8432,"col_v2025","animalia","Drepanochaitophoridae","Drepanochaitophoridae","Hemiptera","Insecta"
8433,"col_v2025","animalia","Drepanomeniidae","Drepanomeniidae",NA,"Solenogastres"
8434,"col_v2025","animalia","Drepanophoridae","Drepanophoridae","Polystilifera","Hoplonemertea"
8435,"col_v2025","animalia","Drilliidae","Drilliidae","Neogastropoda","Gastropoda"
8436,"col_v2025","animalia","Drilonematidae","Drilonematidae","Rhabditida","Chromadorea"
8437,"col_v2025","animalia","Dromadidae","Dromadidae","Charadriiformes","Aves"
8438,"col_v2025","animalia","Dromaiidae","Dromaiidae","Casuariiformes","Aves"
8439,"col_v2025","animalia","Dromeostrongylidae","Dromeostrongylidae","Rhabditida","Chromadorea"
8440,"col_v2025","animalia","Dromiidae","Dromiidae","Decapoda","Malacostraca"
8441,"col_v2025","animalia","Dronovitidae","Dronovitidae","Ammonoidea","Cephalopoda"
8442,"col_v2025","animalia","Drosophilidae","Drosophilidae","Diptera","Insecta"
8443,"col_v2025","animalia","Dryadaulidae","Dryadaulidae","Lepidoptera","Insecta"
8444,"col_v2025","animalia","Dryinidae","Dryinidae","Hymenoptera","Insecta"
8445,"col_v2025","animalia","Drymobatidae","Drymobatidae","Sarcoptiformes","Arachnida"
8446,"col_v2025","animalia","Drymonematidae","Drymonematidae","Semaeostomeae","Scyphozoa"
8447,"col_v2025","animalia","Drymusidae","Drymusidae","Araneae","Arachnida"
8448,"col_v2025","animalia","Dryodoridae","Dryodoridae","Cydippida","Tentaculata"
8449,"col_v2025","animalia","Dryomyzidae","Dryomyzidae","Diptera","Insecta"
8450,"col_v2025","animalia","Dryophthoridae","Dryophthoridae","Coleoptera","Insecta"
8451,"col_v2025","animalia","Dryopidae","Dryopidae","Coleoptera","Insecta"
8452,"col_v2025","animalia","Dualinidae","Dualinidae","Cyrtodontida","Bivalvia"
8453,"col_v2025","animalia","Dubioniscidae","Dubioniscidae","Isopoda","Malacostraca"
8454,"col_v2025","animalia","Dudgeoneidae","Dudgeoneidae","Lepidoptera","Insecta"
8455,"col_v2025","animalia","Dugesiidae","Dugesiidae","Tricladida","Rhabditophora"
8456,"col_v2025","animalia","Dugongidae","Dugongidae","Sirenia","Mammalia"
8457,"col_v2025","animalia","Dulichiidae","Dulichiidae","Amphipoda","Malacostraca"
8458,"col_v2025","animalia","Dulidae","Dulidae","Passeriformes","Aves"
8459,"col_v2025","animalia","Dumontiidae","Dumontiidae","Diplostraca","Branchiopoda"
8460,"col_v2025","animalia","Dunstaniidae","Dunstaniidae","Hemiptera","Insecta"
8461,"col_v2025","animalia","Duplorbidae","Duplorbidae","Akentrogonida","Maxillopoda"
8462,"col_v2025","animalia","Dussartiellidae","Dussartiellidae","Amphipoda","Malacostraca"
8463,"col_v2025","animalia","Dussumieriidae","Dussumieriidae","Clupeiformes","Teleostei"
8464,"col_v2025","animalia","Duvaliidae","Duvaliidae","Belemnitida","Cephalopoda"
8465,"col_v2025","animalia","Duvergieriidae","Duvergieriidae","Cheilostomatida","Gymnolaemata"
8466,"col_v2025","animalia","Dyakiidae","Dyakiidae","Stylommatophora","Gastropoda"
8467,"col_v2025","animalia","Dynomenidae","Dynomenidae","Decapoda","Malacostraca"
8468,"col_v2025","animalia","Dyscoliidae","Dyscoliidae","Terebratulida","Rhynchonellata"
8469,"col_v2025","animalia","Dyscritellidae","Dyscritellidae","Trepostomatida","Stenolaemata"
8470,"col_v2025","animalia","Dysderidae","Dysderidae","Araneae","Arachnida"
8471,"col_v2025","animalia","Dysideidae","Dysideidae","Dictyoceratida","Demospongiae"
8472,"col_v2025","animalia","Dysmorphoptilidae","Dysmorphoptilidae","Hemiptera","Insecta"
8473,"col_v2025","animalia","Dysnoetoporidae","Dysnoetoporidae","Cheilostomatida","Gymnolaemata"
8474,"col_v2025","animalia","Dysoristidae","Dysoristidae","Lingulida","Lingulata"
8475,"col_v2025","animalia","Dytiscacaridae","Dytiscacaridae","Trombidiformes","Arachnida"
8476,"col_v2025","animalia","Dytiscidae","Dytiscidae","Coleoptera","Insecta"
8477,"col_v2025","animalia","Dzhajloutshellidae","Dzhajloutshellidae","Orthoptera","Insecta"
8478,"col_v2025","animalia","Dzhulfitidae","Dzhulfitidae","Ammonoidea","Cephalopoda"
8479,"col_v2025","animalia","Eatoniellidae","Eatoniellidae","Littorinimorpha","Gastropoda"
8480,"col_v2025","animalia","Eatoniidae","Eatoniidae","Rhynchonellida","Rhynchonellata"
8481,"col_v2025","animalia","Ebboidae","Ebboidae","Hemiptera","Insecta"
8482,"col_v2025","animalia","Ecbathyriontidae","Ecbathyriontidae","Siphonostomatoida","Copepoda"
8483,"col_v2025","animalia","Echeneibothriidae","Echeneibothriidae","Rhinebothriidea","Cestoda"
8484,"col_v2025","animalia","Echeneidae","Echeneidae","Carangiformes","Teleostei"
8485,"col_v2025","animalia","Echimyidae","Echimyidae","Rodentia","Mammalia"
8486,"col_v2025","animalia","Echimyopodidae","Echimyopodidae","Sarcoptiformes","Arachnida"
8487,"col_v2025","animalia","Echinarachniidae","Echinarachniidae","Echinolampadacea","Echinoidea"
8488,"col_v2025","animalia","Echinasteridae","Echinasteridae","Spinulosida","Asteroidea"
8489,"col_v2025","animalia","Echinidae","Echinidae","Camarodonta","Echinoidea"
8490,"col_v2025","animalia","Echiniscidae","Echiniscidae","Echiniscoidea","Heterotardigrada"
8491,"col_v2025","animalia","Echiniscoididae","Echiniscoididae","Echiniscoidea","Heterotardigrada"
8492,"col_v2025","animalia","Echinobothriidae","Echinobothriidae","Diphyllidea","Cestoda"
8493,"col_v2025","animalia","Echinochasmidae","Echinochasmidae","Plagiorchiida","Trematoda"
8494,"col_v2025","animalia","Echinochitonidae","Echinochitonidae","Chelodida","Polyplacophora"
8495,"col_v2025","animalia","Echinoconchidae","Echinoconchidae","Productida","Strophomenata"
8496,"col_v2025","animalia","Echinocorythidae","Echinocorythidae","Holasteroida","Echinoidea"
8497,"col_v2025","animalia","Echinocystitidae","Echinocystitidae",NA,"Echinoidea"
8498,"col_v2025","animalia","Echinoderidae","Echinoderidae","Echinorhagata","Cyclorhagida"
8499,"col_v2025","animalia","Echinofulguridae","Echinofulguridae","Neogastropoda","Gastropoda"
8500,"col_v2025","animalia","Echinolampadidae","Echinolampadidae","Echinolampadacea","Echinoidea"
8501,"col_v2025","animalia","Echinomermellidae","Echinomermellidae","Enoplida","Enoplea"
8502,"col_v2025","animalia","Echinometridae","Echinometridae","Camarodonta","Echinoidea"
8503,"col_v2025","animalia","Echinoneidae","Echinoneidae","Echinoneoida","Echinoidea"
8504,"col_v2025","animalia","Echinophallidae","Echinophallidae","Bothriocephalidea","Cestoda"
8505,"col_v2025","animalia","Echinophthiriidae","Echinophthiriidae","Psocodea","Insecta"
8506,"col_v2025","animalia","Echinoponidae","Echinoponidae","Psocodea","Insecta"
8507,"col_v2025","animalia","Echinoptilidae","Echinoptilidae","Scleralcyonacea","Octocorallia"
8508,"col_v2025","animalia","Echinorhinidae","Echinorhinidae","Echinorhiniformes","Elasmobranchii"
8509,"col_v2025","animalia","Echinorhynchidae","Echinorhynchidae","Echinorhynchida","Palaeacanthocephala"
8510,"col_v2025","animalia","Echinospiriferidae","Echinospiriferidae","Spiriferida","Rhynchonellata"
8511,"col_v2025","animalia","Echinostegidae","Echinostegidae","Productida","Strophomenata"
8512,"col_v2025","animalia","Echinostomatidae","Echinostomatidae","Plagiorchiida","Trematoda"
8513,"col_v2025","animalia","Echinothambematidae","Echinothambematidae","Isopoda","Malacostraca"
8514,"col_v2025","animalia","Echinothuriidae","Echinothuriidae","Echinothurioida","Echinoidea"
8515,"col_v2025","animalia","Echinovadomidae","Echinovadomidae","Cheilostomatida","Gymnolaemata"
8516,"col_v2025","animalia","Echioceratidae","Echioceratidae","Ammonoidea","Cephalopoda"
8517,"col_v2025","animalia","Echiuridae","Echiuridae","Echiuroidea","Polychaeta"
8518,"col_v2025","animalia","Echiurophilidae","Echiurophilidae","Cyclopoida","Copepoda"
8519,"col_v2025","animalia","Eckastraeidae","Eckastraeidae","Scleractinia","Anthozoa"
8520,"col_v2025","animalia","Eckicrinidae","Eckicrinidae",NA,"Crinoidea"
8521,"col_v2025","animalia","Ecnomidae","Ecnomidae","Trichoptera","Insecta"
8522,"col_v2025","animalia","Ecphyadophoridae","Ecphyadophoridae","Rhabditida","Chromadorea"
8523,"col_v2025","animalia","Ectaesthesiidae","Ectaesthesiidae","Decapoda","Malacostraca"
8524,"col_v2025","animalia","Ectinosomatidae","Ectinosomatidae","Harpacticoida","Copepoda"
8525,"col_v2025","animalia","Ectobiidae","Ectobiidae","Blattodea","Insecta"
8526,"col_v2025","animalia","Ectopsocidae","Ectopsocidae","Psocodea","Insecta"
8527,"col_v2025","animalia","Edgariekiidae","Edgariekiidae","Permopsocida","Insecta"
8528,"col_v2025","animalia","Editiidae","Editiidae","Podocopida","Ostracoda"
8529,"col_v2025","animalia","Edmondiidae","Edmondiidae","Adapedonta","Bivalvia"
8530,"col_v2025","animalia","Edwardsiidae","Edwardsiidae","Actiniaria","Anthozoa"
8531,"col_v2025","animalia","Egorovellidae","Egorovellidae","Palaeocopida","Ostracoda"
8532,"col_v2025","animalia","Ehiravidae","Ehiravidae","Clupeiformes","Teleostei"
8533,"col_v2025","animalia","Eichwaldiidae","Eichwaldiidae","Dictyonellida","Chileata"
8534,"col_v2025","animalia","Eirenidae","Eirenidae","Leptothecata","Hydrozoa"
8535,"col_v2025","animalia","Eirmopauropodidae","Eirmopauropodidae","Tetramerocerata","Pauropoda"
8536,"col_v2025","animalia","Elachisinidae","Elachisinidae","Littorinimorpha","Gastropoda"
8537,"col_v2025","animalia","Elachistidae","Elachistidae","Lepidoptera","Insecta"
8538,"col_v2025","animalia","Elaphonematidae","Elaphonematidae","Rhabditida","Chromadorea"
8539,"col_v2025","animalia","Elapidae","Elapidae","Squamata","Reptilia"
8540,"col_v2025","animalia","Elasmonematidae","Elasmonematidae","Trochida","Gastropoda"
8541,"col_v2025","animalia","Elassomatidae","Elassomatidae","Centrarchiformes","Teleostei"
8542,"col_v2025","animalia","Elateridae","Elateridae","Coleoptera","Insecta"
8543,"col_v2025","animalia","Elcanidae","Elcanidae","Orthoptera","Insecta"
8544,"col_v2025","animalia","Electrentomidae","Electrentomidae","Psocodea","Insecta"
8545,"col_v2025","animalia","Electridae","Electridae","Cheilostomatida","Gymnolaemata"
8546,"col_v2025","animalia","Electrocambalidae","Electrocambalidae","Spirostreptida","Diplopoda"
8547,"col_v2025","animalia","Electrococcidae","Electrococcidae","Hemiptera","Insecta"
8548,"col_v2025","animalia","Eledonidae","Eledonidae","Octopoda","Cephalopoda"
8549,"col_v2025","animalia","Eleginopidae","Eleginopidae","Perciformes","Teleostei"
8550,"col_v2025","animalia","Eleidae","Eleidae","Melicerititida","Stenolaemata"
8551,"col_v2025","animalia","Elektraphididae","Elektraphididae","Hemiptera","Insecta"
8552,"col_v2025","animalia","Elementellidae","Elementellidae","Cheilostomatida","Gymnolaemata"
8553,"col_v2025","animalia","Elenchidae","Elenchidae","Strepsiptera","Insecta"
8554,"col_v2025","animalia","Eleotridae","Eleotridae","Gobiiformes","Teleostei"
8555,"col_v2025","animalia","Elephantidae","Elephantidae","Proboscidea","Mammalia"
8556,"col_v2025","animalia","Eleutherodactylidae","Eleutherodactylidae","Anura","Amphibia"
8557,"col_v2025","animalia","Eligmidae","Eligmidae","Ostreida","Bivalvia"
8558,"col_v2025","animalia","Elipsocidae","Elipsocidae","Psocodea","Insecta"
8559,"col_v2025","animalia","Elkaniidae","Elkaniidae","Lingulida","Lingulata"
8560,"col_v2025","animalia","Ellesmeroceratidae","Ellesmeroceratidae","Ellesmeroceratida","Cephalopoda"
8561,"col_v2025","animalia","Elliidae","Elliidae","Diptera","Insecta"
8562,"col_v2025","animalia","Ellinaphididae","Ellinaphididae","Hemiptera","Insecta"
8563,"col_v2025","animalia","Ellipsocephalidae","Ellipsocephalidae","Ptychopariida","Trilobita"
8564,"col_v2025","animalia","Ellipsocephaloididae","Ellipsocephaloididae","Ptychopariida","Trilobita"
8565,"col_v2025","animalia","Ellipsosmiliidae","Ellipsosmiliidae","Scleractinia","Anthozoa"
8566,"col_v2025","animalia","Elliptochthoniidae","Elliptochthoniidae","Sarcoptiformes","Arachnida"
8567,"col_v2025","animalia","Ellisellidae","Ellisellidae","Scleralcyonacea","Octocorallia"
8568,"col_v2025","animalia","Ellisinidae","Ellisinidae","Cheilostomatida","Gymnolaemata"
8569,"col_v2025","animalia","Ellobiidae","Ellobiidae","Ellobiida","Gastropoda"
8570,"col_v2025","animalia","Ellopostomatidae","Ellopostomatidae","Cypriniformes","Teleostei"
8571,"col_v2025","animalia","Elmidae","Elmidae","Coleoptera","Insecta"
8572,"col_v2025","animalia","Elmoboriidae","Elmoboriidae","Palaeodictyoptera","Insecta"
8573,"col_v2025","animalia","Elmoidae","Elmoidae","Diaphanopterodea","Insecta"
8574,"col_v2025","animalia","Elodophthalmidae","Elodophthalmidae","Coleoptera","Insecta"
8575,"col_v2025","animalia","Elonidae","Elonidae","Stylommatophora","Gastropoda"
8576,"col_v2025","animalia","Elopicolidae","Elopicolidae","Diplostomida","Trematoda"
8577,"col_v2025","animalia","Elopidae","Elopidae","Elopiformes","Teleostei"
8578,"col_v2025","animalia","Elpidiidae","Elpidiidae","Elasipodida","Holothuroidea"
8579,"col_v2025","animalia","Elviniidae","Elviniidae","Ptychopariida","Trilobita"
8580,"col_v2025","animalia","Elymospiriferidae","Elymospiriferidae","Spiriferida","Rhynchonellata"
8581,"col_v2025","animalia","Elythidae","Elythidae","Spiriferida","Rhynchonellata"
8582,"col_v2025","animalia","Elythynidae","Elythynidae","Spiriferida","Rhynchonellata"
8583,"col_v2025","animalia","Elytroneuridae","Elytroneuridae","Dermaptera","Insecta"
8584,"col_v2025","animalia","Emballonuridae","Emballonuridae","Chiroptera","Mammalia"
8585,"col_v2025","animalia","Emberizidae","Emberizidae","Passeriformes","Aves"
8586,"col_v2025","animalia","Embidopsocidae","Embidopsocidae","Psocodea","Insecta"
8587,"col_v2025","animalia","Embiidae","Embiidae","Embioptera","Insecta"
8588,"col_v2025","animalia","Embiotocidae","Embiotocidae",NA,"Teleostei"
8589,"col_v2025","animalia","Emblandidae","Emblandidae","Littorinimorpha","Gastropoda"
8590,"col_v2025","animalia","Embletoniidae","Embletoniidae","Nudibranchia","Gastropoda"
8591,"col_v2025","animalia","Embolemidae","Embolemidae","Hymenoptera","Insecta"
8592,"col_v2025","animalia","Embonychidae","Embonychidae","Embioptera","Insecta"
8593,"col_v2025","animalia","Eminooeciidae","Eminooeciidae","Cheilostomatida","Gymnolaemata"
8594,"col_v2025","animalia","Emiratiidae","Emiratiidae","Phymosomatoida","Echinoidea"
8595,"col_v2025","animalia","Emmelichthyidae","Emmelichthyidae","Eupercaria","Teleostei"
8596,"col_v2025","animalia","Emmericiidae","Emmericiidae","Littorinimorpha","Gastropoda"
8597,"col_v2025","animalia","Emmonsoceratidae","Emmonsoceratidae","Bisonoceratida","Cephalopoda"
8598,"col_v2025","animalia","Empheriidae","Empheriidae","Psocodea","Insecta"
8599,"col_v2025","animalia","Empididae","Empididae","Diptera","Insecta"
8600,"col_v2025","animalia","Emplectonematidae","Emplectonematidae","Monostilifera","Hoplonemertea"
8601,"col_v2025","animalia","Emprostiotrematidae","Emprostiotrematidae","Plagiorchiida","Trematoda"
8602,"col_v2025","animalia","Empusidae","Empusidae","Mantodea","Insecta"
8603,"col_v2025","animalia","Emuellidae","Emuellidae","Redlichiida","Trilobita"
8604,"col_v2025","animalia","Emydidae","Emydidae","Testudines","Reptilia"
8605,"col_v2025","animalia","Enalloporidae","Enalloporidae","Fenestrida","Stenolaemata"
8606,"col_v2025","animalia","Enallothecideidae","Enallothecideidae","Thecideida","Rhynchonellata"
8607,"col_v2025","animalia","Enantiidae","Enantiidae","Polycladida",NA
8608,"col_v2025","animalia","Enantiosphenidae","Enantiosphenidae","Pentamerida","Rhynchonellata"
8609,"col_v2025","animalia","Enchelidiidae","Enchelidiidae","Enoplida","Enoplea"
8610,"col_v2025","animalia","Encholaimidae","Encholaimidae","Dorylaimida","Enoplea"
8611,"col_v2025","animalia","Enchytraeidae","Enchytraeidae","Enchytraeida","Clitellata"
8612,"col_v2025","animalia","Encrinidae","Encrinidae","Encrinida","Crinoidea"
8613,"col_v2025","animalia","Encrinuridae","Encrinuridae","Phacopida","Trilobita"
8614,"col_v2025","animalia","Encyclometridae","Encyclometridae","Plagiorchiida","Trematoda"
8615,"col_v2025","animalia","Encyrtidae","Encyrtidae","Hymenoptera","Insecta"
8616,"col_v2025","animalia","Endeidae","Endeidae","Pantopoda","Pycnogonida"
8617,"col_v2025","animalia","Enderleinellidae","Enderleinellidae","Psocodea","Insecta"
8618,"col_v2025","animalia","Endevouridae","Endevouridae","Amphipoda","Malacostraca"
8619,"col_v2025","animalia","Endoceratidae","Endoceratidae","Endoceratida","Cephalopoda"
8620,"col_v2025","animalia","Endodontidae","Endodontidae","Stylommatophora","Gastropoda"
8621,"col_v2025","animalia","Endomychidae","Endomychidae","Coleoptera","Insecta"
8622,"col_v2025","animalia","Endromidae","Endromidae","Lepidoptera","Insecta"
8623,"col_v2025","animalia","Endymioniidae","Endymioniidae","Asaphida","Trilobita"
8624,"col_v2025","animalia","Enenteridae","Enenteridae","Plagiorchiida","Trematoda"
8625,"col_v2025","animalia","Engisopteridae","Engisopteridae","Megasecoptera","Insecta"
8626,"col_v2025","animalia","Engonoceratidae","Engonoceratidae","Ammonoidea","Cephalopoda"
8627,"col_v2025","animalia","Engraulidae","Engraulidae","Clupeiformes","Teleostei"
8628,"col_v2025","animalia","Enicocephalidae","Enicocephalidae","Hemiptera","Insecta"
8629,"col_v2025","animalia","Enidae","Enidae","Stylommatophora","Gastropoda"
8630,"col_v2025","animalia","Eniochobothriidae","Eniochobothriidae","Lecanicephalidea","Cestoda"
8631,"col_v2025","animalia","Eniochthoniidae","Eniochthoniidae","Sarcoptiformes","Arachnida"
8632,"col_v2025","animalia","Enoplidae","Enoplidae","Enoplida","Enoplea"
8633,"col_v2025","animalia","Enoplocotylidae","Enoplocotylidae","Capsalidea","Monogenea"
8634,"col_v2025","animalia","Enoplometopidae","Enoplometopidae","Decapoda","Malacostraca"
8635,"col_v2025","animalia","Enoplosidae","Enoplosidae","Centrarchiformes","Teleostei"
8636,"col_v2025","animalia","Enoploteuthidae","Enoploteuthidae","Oegopsida","Cephalopoda"
8637,"col_v2025","animalia","Ensiferophasmatidae","Ensiferophasmatidae","Mantophasmatodea","Insecta"
8638,"col_v2025","animalia","Entalinidae","Entalinidae","Gadilida","Scaphopoda"
8639,"col_v2025","animalia","Entalophoridae","Entalophoridae","Cyclostomatida","Stenolaemata"
8640,"col_v2025","animalia","Enteletidae","Enteletidae","Orthida","Rhynchonellata"
8641,"col_v2025","animalia","Enteroctopodidae","Enteroctopodidae","Octopoda","Cephalopoda"
8642,"col_v2025","animalia","Enterognathidae","Enterognathidae","Cyclopoida","Copepoda"
8643,"col_v2025","animalia","Enteromyxidae","Enteromyxidae","Bivalvulida","Myxozoa"
8644,"col_v2025","animalia","Enteropsidae","Enteropsidae","Cyclopoida","Copepoda"
8645,"col_v2025","animalia","Entobiidae","Entobiidae","Cyclopoida","Copepoda"
8646,"col_v2025","animalia","Entocytheridae","Entocytheridae","Podocopida","Ostracoda"
8647,"col_v2025","animalia","Entogonitidae","Entogonitidae","Ammonoidea","Cephalopoda"
8648,"col_v2025","animalia","Entoliidae","Entoliidae","Pectinida","Bivalvia"
8649,"col_v2025","animalia","Entolioidesidae","Entolioidesidae","Pectinida","Bivalvia"
8650,"col_v2025","animalia","Entomaspididae","Entomaspididae","Harpetida","Trilobita"
8651,"col_v2025","animalia","Entomobielziidae","Entomobielziidae","Chordeumatida","Diplopoda"
8652,"col_v2025","animalia","Entomobryidae","Entomobryidae","Entomobryomorpha","Collembola"
8653,"col_v2025","animalia","Entomoconchidae","Entomoconchidae",NA,"Ostracoda"
8654,"col_v2025","animalia","Entomolepididae","Entomolepididae","Siphonostomatoida","Copepoda"
8655,"col_v2025","animalia","Entomozoidae","Entomozoidae","Halocyprida","Ostracoda"
8656,"col_v2025","animalia","Entoniscidae","Entoniscidae","Isopoda","Malacostraca"
8657,"col_v2025","animalia","Entonyssidae","Entonyssidae","Mesostigmata","Arachnida"
8658,"col_v2025","animalia","Entophilidae","Entophilidae","Isopoda","Malacostraca"
8659,"col_v2025","animalia","Entypesidae","Entypesidae","Araneae","Arachnida"
8660,"col_v2025","animalia","Eoacmaeidae","Eoacmaeidae",NA,"Gastropoda"
8661,"col_v2025","animalia","Eobelidae","Eobelidae","Coleoptera","Insecta"
8662,"col_v2025","animalia","Eoblattidae","Eoblattidae","Eoblattida","Insecta"
8663,"col_v2025","animalia","Eoconulidae","Eoconulidae","Acrotretida","Lingulata"
8664,"col_v2025","animalia","Eocramatiidae","Eocramatiidae","Orthotetida","Strophomenata"
8665,"col_v2025","animalia","Eocypraeidae","Eocypraeidae","Littorinimorpha","Gastropoda"
8666,"col_v2025","animalia","Eocyzicidae","Eocyzicidae","Diplostraca","Branchiopoda"
8667,"col_v2025","animalia","Eoderoceratidae","Eoderoceratidae","Ammonoidea","Cephalopoda"
8668,"col_v2025","animalia","Eodevonariidae","Eodevonariidae","Productida","Strophomenata"
8669,"col_v2025","animalia","Eodiscidae","Eodiscidae","Agnostida","Trilobita"
8670,"col_v2025","animalia","Eoditomyiidae","Eoditomyiidae","Diptera","Insecta"
8671,"col_v2025","animalia","Eodonidae","Eodonidae","Carditida","Bivalvia"
8672,"col_v2025","animalia","Eogeryonidae","Eogeryonidae","Decapoda","Malacostraca"
8673,"col_v2025","animalia","Eogonioloboceratidae","Eogonioloboceratidae","Ammonoidea","Cephalopoda"
8674,"col_v2025","animalia","Eohypsibiidae","Eohypsibiidae","Parachela","Eutardigrada"
8675,"col_v2025","animalia","Eoichneumonidae","Eoichneumonidae","Hymenoptera","Insecta"
8676,"col_v2025","animalia","Eolepadidae","Eolepadidae","Pedunculata","Maxillopoda"
8677,"col_v2025","animalia","Eolocustopsidae","Eolocustopsidae","Orthoptera","Insecta"
8678,"col_v2025","animalia","Eomeropidae","Eomeropidae","Mecoptera","Insecta"
8679,"col_v2025","animalia","Eomyiidae","Eomyiidae","Diptera","Insecta"
8680,"col_v2025","animalia","Eoobolidae","Eoobolidae","Lingulida","Lingulata"
8681,"col_v2025","animalia","Eoorthidae","Eoorthidae","Orthida","Rhynchonellata"
8682,"col_v2025","animalia","Eophasmidae","Eophasmidae","Desmoscolecida","Chromadorea"
8683,"col_v2025","animalia","Eophlebomyiidae","Eophlebomyiidae","Diptera","Insecta"
8684,"col_v2025","animalia","Eophliantidae","Eophliantidae","Amphipoda","Malacostraca"
8685,"col_v2025","animalia","Eopholidostrophiidae","Eopholidostrophiidae","Strophomenida","Strophomenata"
8686,"col_v2025","animalia","Eopilidiidae","Eopilidiidae",NA,"Pilidiophora"
8687,"col_v2025","animalia","Eopleciidae","Eopleciidae","Diptera","Insecta"
8688,"col_v2025","animalia","Eopolyneuridae","Eopolyneuridae","Diptera","Insecta"
8689,"col_v2025","animalia","Eopteriidae","Eopteriidae","Conocardiida","Rostroconchia"
8690,"col_v2025","animalia","Eosagenitidae","Eosagenitidae","Ammonoidea","Cephalopoda"
8691,"col_v2025","animalia","Eoscaphandridae","Eoscaphandridae","Cephalaspidea","Gastropoda"
8692,"col_v2025","animalia","Eoschizodidae","Eoschizodidae","Trigoniida","Bivalvia"
8693,"col_v2025","animalia","Eoscutellidae","Eoscutellidae","Echinolampadacea","Echinoidea"
8694,"col_v2025","animalia","Eosentomidae","Eosentomidae","Eosentomata","Protura"
8695,"col_v2025","animalia","Eoshumarditidae","Eoshumarditidae","Ammonoidea","Cephalopoda"
8696,"col_v2025","animalia","Eosiphonidae","Eosiphonidae","Neogastropoda","Gastropoda"
8697,"col_v2025","animalia","Eospilopteronidae","Eospilopteronidae","Orthoptera","Insecta"
8698,"col_v2025","animalia","Eospiriferidae","Eospiriferidae","Spiriferida","Rhynchonellata"
8699,"col_v2025","animalia","Eostratiomyiidae","Eostratiomyiidae","Diptera","Insecta"
8700,"col_v2025","animalia","Eostrophiidae","Eostrophiidae","Pentamerida","Rhynchonellata"
8701,"col_v2025","animalia","Eothinoceratidae","Eothinoceratidae","Ellesmeroceratida","Cephalopoda"
8702,"col_v2025","animalia","Eothuriidae","Eothuriidae",NA,"Echinoidea"
8703,"col_v2025","animalia","Eotomariidae","Eotomariidae","Pleurotomariida","Gastropoda"
8704,"col_v2025","animalia","Eotrogulidae","Eotrogulidae","Opiliones","Arachnida"
8705,"col_v2025","animalia","Epacteriscidae","Epacteriscidae","Calanoida","Copepoda"
8706,"col_v2025","animalia","Epactozetidae","Epactozetidae","Sarcoptiformes","Arachnida"
8707,"col_v2025","animalia","Epaphroditidae","Epaphroditidae","Mantodea","Insecta"
8708,"col_v2025","animalia","Epedanidae","Epedanidae","Opiliones","Arachnida"
8709,"col_v2025","animalia","Epermeniidae","Epermeniidae","Lepidoptera","Insecta"
8710,"col_v2025","animalia","Ephemerellidae","Ephemerellidae","Ephemeroptera","Insecta"
8711,"col_v2025","animalia","Ephemeridae","Ephemeridae","Ephemeroptera","Insecta"
8712,"col_v2025","animalia","Ephemerythidae","Ephemerythidae","Ephemeroptera","Insecta"
8713,"col_v2025","animalia","Ephippelasmatidae","Ephippelasmatidae","Acrotretida","Lingulata"
8714,"col_v2025","animalia","Ephippidae","Ephippidae","Acanthuriformes","Teleostei"
8715,"col_v2025","animalia","Ephippioceratidae","Ephippioceratidae","Nautilida","Cephalopoda"
8716,"col_v2025","animalia","Ephydridae","Ephydridae","Diptera","Insecta"
8717,"col_v2025","animalia","Epialtidae","Epialtidae","Decapoda","Malacostraca"
8718,"col_v2025","animalia","Epichrysomallidae","Epichrysomallidae","Hymenoptera","Insecta"
8719,"col_v2025","animalia","Epicopeiidae","Epicopeiidae","Lepidoptera","Insecta"
8720,"col_v2025","animalia","Epicriidae","Epicriidae","Mesostigmata","Arachnida"
8721,"col_v2025","animalia","Epideigmatidae","Epideigmatidae","Grylloblattodea","Insecta"
8722,"col_v2025","animalia","Epidermoptidae","Epidermoptidae","Sarcoptiformes","Arachnida"
8723,"col_v2025","animalia","Epidiceratidae","Epidiceratidae","Hippuritida","Bivalvia"
8724,"col_v2025","animalia","Epigambriidae","Epigambriidae","Neuroptera","Insecta"
8725,"col_v2025","animalia","Epigonidae","Epigonidae","Acropomatiformes","Teleostei"
8726,"col_v2025","animalia","Epigridae","Epigridae","Littorinimorpha","Gastropoda"
8727,"col_v2025","animalia","Epiloboceridae","Epiloboceridae","Decapoda","Malacostraca"
8728,"col_v2025","animalia","Epilohmanniidae","Epilohmanniidae","Sarcoptiformes","Arachnida"
8729,"col_v2025","animalia","Epimarptidae","Epimarptidae","Lepidoptera","Insecta"
8730,"col_v2025","animalia","Epimeniidae","Epimeniidae",NA,"Solenogastres"
8731,"col_v2025","animalia","Epimerellidae","Epimerellidae","Sarcoptiformes","Arachnida"
8732,"col_v2025","animalia","Epimeriidae","Epimeriidae","Amphipoda","Malacostraca"
8733,"col_v2025","animalia","Epimetopidae","Epimetopidae","Coleoptera","Insecta"
8734,"col_v2025","animalia","Epimyodicidae","Epimyodicidae","Trombidiformes","Arachnida"
